name,html_link,oldest_commit_date,newest_commit_date,days_between_commits,repo_creation_date,days_between_creation
dortmans/behaviortree_demo,https://github.com/dortmans/behaviortree_demo,2021-04-14,2021-04-14,0,2021-04-14,0
shelddin/Ghattas_AUV,https://github.com/shelddin/Ghattas_AUV,2019-01-10,2019-08-06,208,2019-01-10,208
ksm0709/mbf_behaviors,https://github.com/ksm0709/mbf_behaviors,2018-07-26,2018-07-31,5,2018-07-26,5
GerardHarkemaAvans/my_niryo_robot,https://github.com/GerardHarkemaAvans/my_niryo_robot,2021-12-03,2022-01-17,45,2021-12-03,45
momantu/mobile_manipulator_behaviors,https://github.com/momantu/mobile_manipulator_behaviors,2020-07-06,2020-07-06,0,2020-07-06,0
GerardHarkemaAvans/my_open_manipulator,https://github.com/GerardHarkemaAvans/my_open_manipulator,2021-12-01,2022-01-17,47,2021-12-01,47
OSUrobotics/infrastructure-packages,https://github.com/OSUrobotics/infrastructure-packages,2020-10-10,2022-01-04,451,2021-04-13,266
o2ac/o2ac-ur,https://github.com/o2ac/o2ac-ur,2021-10-01,2021-10-27,26,2020-11-10,351
Jmz919/flexbe_behavior_engine,https://github.com/Jmz919/flexbe_behavior_engine,2015-07-10,2022-01-07,2373,2022-01-07,0
Geniussh/ROS-Navigation,https://github.com/Geniussh/ROS-Navigation,2022-01-07,2022-01-20,13,2022-01-07,13
CNURobotics/flexible_navigation,https://github.com/CNURobotics/flexible_navigation,2016-09-17,2019-07-09,1025,2016-07-26,1078
jack00brown/Flexbe-Advanced-SMACH-based-built-on-actionlibs,https://github.com/jack00brown/Flexbe-Advanced-SMACH-based-built-on-actionlibs,2015-07-10,2017-09-05,788,2017-07-01,66
ITMO-lab/hrwros,https://github.com/ITMO-lab/hrwros,2021-03-15,2021-03-15,0,2021-03-15,0
jagani-aditya/Warehouse-Package-Handling,https://github.com/jagani-aditya/Warehouse-Package-Handling,2021-09-27,2021-09-28,1,2021-09-27,1
amsks/flexbe_behavior_engine,https://github.com/amsks/flexbe_behavior_engine,2020-07-24,2020-07-28,4,2020-07-24,4
Minyanaing/ROS_factory_sim_HRWROS,https://github.com/Minyanaing/ROS_factory_sim_HRWROS,2020-07-19,2020-07-19,0,2020-07-19,0
ShinYuFish/DelftX_ROS1x_hrwros,https://github.com/ShinYuFish/DelftX_ROS1x_hrwros,2018-09-10,2018-10-18,38,2018-09-10,38
aditmak/edx_ros_tudelft,https://github.com/aditmak/edx_ros_tudelft,2021-02-18,2021-04-18,59,2021-02-18,59
Garyxud/melodic-all,https://github.com/Garyxud/melodic-all,2020-09-14,2020-09-14,0,2020-09-14,0
sweetie-bot-project/sweetie_bot,https://github.com/sweetie-bot-project/sweetie_bot,2016-08-03,2020-06-01,1398,2019-06-03,364
SouChtioui/Industrial_Automation,https://github.com/SouChtioui/Industrial_Automation,2020-12-09,2020-12-09,0,2020-12-09,0
mertyureklli/ROS-Projects,https://github.com/mertyureklli/ROS-Projects,2021-10-25,2021-11-29,35,2021-10-25,35
rohan-khaire25/Delft-Ros-Course,https://github.com/rohan-khaire25/Delft-Ros-Course,2020-07-28,2020-11-24,119,2020-07-19,128
xy919/Simulation-of-Warehouse-Automation-in-ROS,https://github.com/xy919/Simulation-of-Warehouse-Automation-in-ROS,2021-04-29,2021-05-04,5,2021-04-29,5
ahmtuguz/ROS,https://github.com/ahmtuguz/ROS,2021-03-07,2021-03-19,12,2021-03-07,12
GerardHarkemaAvans/Toets4Uitgewerkt,https://github.com/GerardHarkemaAvans/Toets4Uitgewerkt,2021-05-24,2021-05-25,1,2021-05-24,1
xy919/ROS-_warehouse,https://github.com/xy919/ROS-_warehouse,2020-07-27,2020-08-04,8,2020-07-27,8
nerellasureshkumar7/Hello-Real-World-with-ROS-Edx,https://github.com/nerellasureshkumar7/Hello-Real-World-with-ROS-Edx,2020-02-15,2020-03-11,25,2020-02-15,25
devsonni/hrwros_ws,https://github.com/devsonni/hrwros_ws,2021-01-25,2021-08-28,215,2021-01-25,215
GerardHarkemaAvans/flexbe_demo,https://github.com/GerardHarkemaAvans/flexbe_demo,2021-05-14,2021-05-17,3,2021-05-14,3
abubakrsiddq/HRWROS,https://github.com/abubakrsiddq/HRWROS,2020-08-08,2021-03-03,207,2020-08-08,207
franchupedu/ROS-Course,https://github.com/franchupedu/ROS-Course,2020-02-21,2020-07-24,154,2020-02-21,154
tduong5/TUDelftX_ROS,https://github.com/tduong5/TUDelftX_ROS,2020-02-10,2020-05-22,102,2020-02-10,102
MarzanShuvo/ROS,https://github.com/MarzanShuvo/ROS,2020-04-03,2020-04-16,13,2020-04-03,13
amancodeblast/Ros,https://github.com/amancodeblast/Ros,2020-07-17,2021-12-28,529,2020-07-17,529
sweetie-bot-project/sweetie_bot_flexbe_behaviors,https://github.com/sweetie-bot-project/sweetie_bot_flexbe_behaviors,2017-03-19,2019-11-13,969,2019-06-03,163
pringithub/ROS_factory_picknplace,https://github.com/pringithub/ROS_factory_picknplace,2020-03-25,2020-04-12,18,2020-04-12,0
CNURobotics/chris_create_behaviors,https://github.com/CNURobotics/chris_create_behaviors,2016-09-30,2017-03-03,154,2016-09-09,175
GerardHarkemaAvans/flexbe_states,https://github.com/GerardHarkemaAvans/flexbe_states,2021-12-02,2022-01-10,39,2021-12-02,39
AndrejOrsula/omtp_course,https://github.com/AndrejOrsula/omtp_course,2020-03-05,2020-06-05,92,2020-03-05,92
birlrobotics/birl_baxter_executive,https://github.com/birlrobotics/birl_baxter_executive,2016-09-20,2016-09-20,0,2016-09-20,0
tomdicke/assignment_industriele_robotica,https://github.com/tomdicke/assignment_industriele_robotica,2020-05-11,2020-05-11,0,2020-05-11,0
ctu-mrs/mbzirc_2020_wall_building,https://github.com/ctu-mrs/mbzirc_2020_wall_building,2020-09-21,2021-07-23,305,2020-09-21,305
shriarul5273/Hello-Real-World-with-ROS,https://github.com/shriarul5273/Hello-Real-World-with-ROS,2020-01-20,2020-12-25,340,2020-03-04,296
aputten/q1,https://github.com/aputten/q1,2020-05-25,2020-05-25,0,2020-05-25,0
ProgrammerStuVal/fase3,https://github.com/ProgrammerStuVal/fase3,2021-06-15,2021-06-25,10,2021-06-15,10
CNURobotics/flexible_manipulation,https://github.com/CNURobotics/flexible_manipulation,2018-06-07,2018-06-07,0,2018-02-14,113
QuiN-cy/ros1,https://github.com/QuiN-cy/ros1,2021-05-11,2021-05-11,0,2021-05-11,0
guidosassaroli/mobile_manipulator,https://github.com/guidosassaroli/mobile_manipulator,2021-12-06,2022-01-18,43,2021-12-05,44
Bgompie2000/Fase2_robotica_machinebouw,https://github.com/Bgompie2000/Fase2_robotica_machinebouw,2020-05-07,2020-05-19,12,2020-05-07,12
StijnvanHest/RoboticaFase2,https://github.com/StijnvanHest/RoboticaFase2,2020-04-22,2020-04-27,5,2020-05-07,-10
BasJochems/Ros-fase-3,https://github.com/BasJochems/Ros-fase-3,2020-05-26,2020-06-10,15,2020-05-26,15
StefanRoelands/assignment_industriele_robotica_fase2,https://github.com/StefanRoelands/assignment_industriele_robotica_fase2,2020-05-07,2020-05-11,4,2020-05-07,4
StefanRoelands/assignment_industriele_robotica_fase3,https://github.com/StefanRoelands/assignment_industriele_robotica_fase3,2020-05-25,2020-06-10,16,2020-05-25,16
jimmyhagens/fase_2,https://github.com/jimmyhagens/fase_2,2020-05-08,2020-05-11,3,2020-05-08,3
tomdicke/Opdracht_industriele_robotica,https://github.com/tomdicke/Opdracht_industriele_robotica,2020-05-13,2020-05-17,4,2020-05-13,4
Bas-A-A/RoboticaP4,https://github.com/Bas-A-A/RoboticaP4,2020-05-12,2020-05-19,7,2020-05-12,7
JustPtrck/roboticsP4,https://github.com/JustPtrck/roboticsP4,2020-05-06,2020-05-19,13,2020-05-06,13
Geert99/OpdrachtIndustrieleRobotica,https://github.com/Geert99/OpdrachtIndustrieleRobotica,2020-05-08,2020-05-20,12,2020-05-08,12
panagelak/Open_Mobile_Manipulator,https://github.com/panagelak/Open_Mobile_Manipulator,2020-10-10,2020-10-10,0,2019-11-20,325
amsks/generic_flexbe_states,https://github.com/amsks/generic_flexbe_states,2020-07-24,2020-08-19,26,2020-07-24,26
VictoryVR/Fase2_ros_project,https://github.com/VictoryVR/Fase2_ros_project,2021-05-31,2021-06-07,7,2021-05-31,7
JustPtrck/P4F3,https://github.com/JustPtrck/P4F3,2020-05-25,2020-06-11,17,2020-05-25,17
Alperenlcr/ROS-Projects,https://github.com/Alperenlcr/ROS-Projects,2021-02-27,2021-10-13,228,2021-02-27,228
ProgrammerStuVal/Fase2_real,https://github.com/ProgrammerStuVal/Fase2_real,2021-05-28,2021-06-02,5,2021-05-28,5
NielsvanDongen/ROS_Fase_3,https://github.com/NielsvanDongen/ROS_Fase_3,2020-05-25,2020-06-10,16,2020-05-25,16
StijnvanHest/MechatronicaPeriode4Fase3,https://github.com/StijnvanHest/MechatronicaPeriode4Fase3,2020-05-25,2020-06-05,11,2020-05-25,11
people-robots/perl_baxter,https://github.com/people-robots/perl_baxter,2016-12-07,2017-04-01,115,2016-12-07,115
Rhodi165/P4F2,https://github.com/Rhodi165/P4F2,2020-05-08,2020-05-15,7,2020-05-08,7
GerardHarkemaAvans/pickitDemo,https://github.com/GerardHarkemaAvans/pickitDemo,2021-05-30,2021-06-01,2,2021-05-30,2
Goose990/Fase2,https://github.com/Goose990/Fase2,2020-05-06,2020-05-14,8,2020-05-06,8
GerardHarkemaAvans/dobot_ros_moveit,https://github.com/GerardHarkemaAvans/dobot_ros_moveit,2021-06-12,2021-06-12,0,2021-06-12,0
whoobee/qb,https://github.com/whoobee/qb,2019-05-04,2021-11-05,916,2019-05-04,916
noahsmit/rosphase3,https://github.com/noahsmit/rosphase3,2021-06-10,2021-06-28,18,2021-06-10,18
PimKoole/assignment_industriele_robotica,https://github.com/PimKoole/assignment_industriele_robotica,2020-05-08,2020-05-08,0,2020-05-08,0
NielsvanDongen/ROS_Fase_2,https://github.com/NielsvanDongen/ROS_Fase_2,2020-05-08,2020-05-20,12,2020-05-08,12
jopkoopman/assignment_industriele_robotica,https://github.com/jopkoopman/assignment_industriele_robotica,2020-05-06,2020-05-07,1,2020-05-06,1
EmergentSystemLabStudent/RoboCupJapanOpen2019_dspl_GoGetIt,https://github.com/EmergentSystemLabStudent/RoboCupJapanOpen2019_dspl_GoGetIt,2019-08-15,2019-08-15,0,2019-08-15,0
CNURobotics/chris_kinova_flexible_manipulation,https://github.com/CNURobotics/chris_kinova_flexible_manipulation,2018-06-07,2018-06-07,0,2018-02-14,113
n-avontuur/src,https://github.com/n-avontuur/src,2021-05-27,2021-06-08,12,2021-05-27,12
noahsmit/phase2ros,https://github.com/noahsmit/phase2ros,2021-05-28,2021-06-07,10,2021-05-28,10
aaurm867/omtp_assignments,https://github.com/aaurm867/omtp_assignments,2020-03-05,2021-09-29,573,2020-03-05,573
n-avontuur/src-F3-2020-2021,https://github.com/n-avontuur/src-F3-2020-2021,2021-06-14,2021-06-16,2,2021-06-14,2
AltziTS007/talos_pkg,https://github.com/AltziTS007/talos_pkg,2020-11-09,2021-06-26,229,2020-11-08,230
CNURobotics/chris_turtlebot_flexible_navigation,https://github.com/CNURobotics/chris_turtlebot_flexible_navigation,2017-01-21,2019-07-09,899,2017-01-21,899
Jellens1/Fase-2-periode-4,https://github.com/Jellens1/Fase-2-periode-4,2021-05-30,2021-05-30,0,2021-05-28,2
tku-iarc/timda_dual_arm,https://github.com/tku-iarc/timda_dual_arm,2021-01-25,2021-08-30,217,2021-01-25,217
tu-darmstadt-ros-pkg/hector_flexbe_behavior,https://github.com/tu-darmstadt-ros-pkg/hector_flexbe_behavior,2015-10-29,2016-10-27,364,2015-10-29,364
GerardHarkemaAvans/open_manipulator_pick_and_place_demo,https://github.com/GerardHarkemaAvans/open_manipulator_pick_and_place_demo,2021-12-02,2021-12-03,1,2021-12-02,1
lawrence-iviani/lisa_shared_ws_flexbe_integration,https://github.com/lawrence-iviani/lisa_shared_ws_flexbe_integration,2020-11-20,2020-12-10,20,2020-11-20,20
RicoAvans/unit_1_behaviors_fase2,https://github.com/RicoAvans/unit_1_behaviors_fase2,2021-05-28,2021-06-07,10,2021-05-28,10
lawrence-iviani/lisa-flexbe-states,https://github.com/lawrence-iviani/lisa-flexbe-states,2020-07-16,2020-12-10,147,2020-07-16,147
QuiN-cy/ROS_Test_ws,https://github.com/QuiN-cy/ROS_Test_ws,2021-05-28,2021-06-11,14,2021-05-28,14
KoenAvans/unit_2_behaviors,https://github.com/KoenAvans/unit_2_behaviors,2021-05-28,2021-06-07,10,2021-05-28,10
menno409/fase2,https://github.com/menno409/fase2,2021-06-01,2021-06-01,0,2021-06-01,0
GerardHarkemaAvans/BinpickingBase,https://github.com/GerardHarkemaAvans/BinpickingBase,2021-04-20,2021-04-20,0,2021-04-20,0
skm-wwry/orange,https://github.com/skm-wwry/orange,2020-06-02,2021-07-16,409,2020-06-02,409
tu-darmstadt-ros-pkg/hector_flexbe_rqt_widget,https://github.com/tu-darmstadt-ros-pkg/hector_flexbe_rqt_widget,2018-02-06,2018-02-06,0,2018-02-06,0
GalMoore/robot_brain_behaviours,https://github.com/GalMoore/robot_brain_behaviours,2019-05-24,2019-10-26,155,2019-05-24,155
ReconCycle/reconcycle_flexbe,https://github.com/ReconCycle/reconcycle_flexbe,2020-12-03,2022-01-18,411,2020-12-03,411
WalkingMachine/sara_behaviors,https://github.com/WalkingMachine/sara_behaviors,2017-05-20,2020-05-18,1094,2017-05-21,1093
