name,html_link,oldest_commit_date,newest_commit_date,days_between_commits,repo_creation_date,days_between_creation
akashpatil92/MobileRobotNavigation,https://github.com/akashpatil92/MobileRobotNavigation,2020-08-09,2020-08-09,0,2020-08-09,0
alanhesu/ME7785_lab4,https://github.com/alanhesu/ME7785_lab4,2021-10-15,2021-10-21,6,2021-10-15,6
AlejandroCastillejo/inspector_software_uav,https://github.com/AlejandroCastillejo/inspector_software_uav,2018-10-25,2020-09-01,677,2018-10-25,677
AlessioRoda/experimental_assignment1,https://github.com/AlessioRoda/experimental_assignment1,2021-10-21,2021-11-19,29,2021-10-21,29
AlexanderVieira/demo_talker_listener_float64,https://github.com/AlexanderVieira/demo_talker_listener_float64,2020-12-06,2020-12-11,5,2020-12-06,5
AlexanderVieira/ros_robotics_simulations,https://github.com/AlexanderVieira/ros_robotics_simulations,2021-03-28,2021-04-06,9,2021-03-28,9
AliceNardelli/exprob_ass1,https://github.com/AliceNardelli/exprob_ass1,2021-10-25,2021-11-08,14,2021-10-25,14
alsrhkd77/DEU-ROS,https://github.com/alsrhkd77/DEU-ROS,2019-10-30,2020-12-04,401,2019-10-30,401
AmandineMa/guiding_as,https://github.com/AmandineMa/guiding_as,2018-03-30,2018-10-24,208,2020-02-18,-482
amasiero/approach_control,https://github.com/amasiero/approach_control,2017-02-14,2017-08-16,183,2017-02-14,183
amattag/mrs_predictor,https://github.com/amattag/mrs_predictor,2017-05-31,2017-06-29,29,2017-05-31,29
AmjadAlsati/pg2017w_April_8_,https://github.com/AmjadAlsati/pg2017w_April_8_,2018-04-08,2018-04-08,0,2018-04-08,0
amsks/flexbe_behavior_engine,https://github.com/amsks/flexbe_behavior_engine,2020-07-24,2020-07-28,4,2020-07-24,4
andreabradpitto/Experimental-robotics-laboratory,https://github.com/andreabradpitto/Experimental-robotics-laboratory,2020-09-29,2021-10-07,373,2020-09-29,373
andreatitti97/exp_assignment3,https://github.com/andreatitti97/exp_assignment3,2021-04-16,2021-06-22,67,2021-04-16,67
andreatitti97/experimental_robotics_lab,https://github.com/andreatitti97/experimental_robotics_lab,2020-10-27,2020-11-27,31,2020-10-27,31
AndySer37/semantic_labels_sys,https://github.com/AndySer37/semantic_labels_sys,2019-10-02,2020-03-19,169,2019-10-02,169
aneess/AMR-SS18,https://github.com/aneess/AMR-SS18,2018-04-10,2018-05-17,37,2018-05-09,8
angux94/Exp_rob_lab_ass1,https://github.com/angux94/Exp_rob_lab_ass1,2020-10-27,2020-11-06,10,2020-10-27,10
angux94/Exp_Rob_Lab_ass3,https://github.com/angux94/Exp_Rob_Lab_ass3,2020-12-29,2021-02-14,47,2020-12-29,47
anliec/GTL_autonomiousRobotic,https://github.com/anliec/GTL_autonomiousRobotic,2018-01-11,2018-04-27,106,2018-01-11,106
anmesh-vicky/Smach_Mission_Planner,https://github.com/anmesh-vicky/Smach_Mission_Planner,2018-09-27,2018-12-11,75,2018-09-27,75
anthonyprudhomme/GTL_Autonomous_Robotics,https://github.com/anthonyprudhomme/GTL_Autonomous_Robotics,2018-01-25,2018-02-01,7,2018-01-25,7
AntoBrandi/Mobile-Manipulator,https://github.com/AntoBrandi/Mobile-Manipulator,2020-12-07,2020-12-13,6,2020-12-07,6
AntonioFuziy/linefollower,https://github.com/AntonioFuziy/linefollower,2020-05-04,2021-02-04,276,2020-05-04,276
apostoee/pandora_ros_pkgs,https://github.com/apostoee/pandora_ros_pkgs,2014-03-13,2014-06-12,91,2014-06-12,0
appar3ntly/ros-demo-ucf,https://github.com/appar3ntly/ros-demo-ucf,2014-11-19,2015-06-05,198,2014-11-19,198
applejenny66/goldpaint,https://github.com/applejenny66/goldpaint,2019-12-04,2019-12-05,1,2019-12-04,1
arata/smach_sample,https://github.com/arata/smach_sample,2021-04-17,2021-04-26,9,2021-04-17,9
ARB92/src,https://github.com/ARB92/src,2021-10-24,2021-10-30,6,2021-10-24,6
arebgun/ua-ros-pkg,https://github.com/arebgun/ua-ros-pkg,2009-12-04,2013-01-24,1147,2015-04-20,-816
aregb/Project,https://github.com/aregb/Project,2018-11-10,2018-11-22,12,2018-11-10,12
ArenPetrossian/Autonomous_Robotics_Class,https://github.com/ArenPetrossian/Autonomous_Robotics_Class,2021-04-23,2021-12-14,235,2021-04-23,235
ArmSorawis/A2DR,https://github.com/ArmSorawis/A2DR,2019-08-01,2019-08-01,0,2019-08-01,0
ArmSorawis/A2DR_CHULA,https://github.com/ArmSorawis/A2DR_CHULA,2019-08-23,2019-08-23,0,2019-08-23,0
ArmSorawis/AGV,https://github.com/ArmSorawis/AGV,2019-08-27,2019-08-27,0,2019-08-27,0
ArmSorawis/EDDIE,https://github.com/ArmSorawis/EDDIE,2020-01-08,2020-01-08,0,2020-01-08,0
ArmSorawis/VAL2SIM,https://github.com/ArmSorawis/VAL2SIM,2019-11-18,2020-03-12,115,2019-11-18,115
ArshadM098/ROS-Ansrr,https://github.com/ArshadM098/ROS-Ansrr,2020-01-07,2021-01-14,373,2020-01-07,373
arthurfenderbucker/catkin_ws_bebop,https://github.com/arthurfenderbucker/catkin_ws_bebop,2019-03-13,2019-10-01,202,2019-03-13,202
Art-robot0/omniWheel,https://github.com/Art-robot0/omniWheel,2018-07-19,2018-07-19,0,2018-07-19,0
Art-robot0/omniWheelCareRobot-usual,https://github.com/Art-robot0/omniWheelCareRobot-usual,2019-08-22,2019-08-22,0,2019-08-22,0
arvpUofA/archives,https://github.com/arvpUofA/archives,2016-08-27,2016-08-27,0,2016-08-27,0
Ascend-Huawei/HiFly_Drone,https://github.com/Ascend-Huawei/HiFly_Drone,2021-06-11,2022-01-18,221,2021-06-11,221
asr-ros/asr_flir_ptu_controller,https://github.com/asr-ros/asr_flir_ptu_controller,2017-02-15,2019-11-23,1011,2016-11-11,1107
asr-ros/asr_state_machine,https://github.com/asr-ros/asr_state_machine,2017-02-24,2020-02-03,1074,2016-11-11,1179
AsstRob/ROS-and-GAZEBO,https://github.com/AsstRob/ROS-and-GAZEBO,2020-06-21,2020-06-21,0,2020-06-21,0
astroteo/Cpp-learn,https://github.com/astroteo/Cpp-learn,2020-11-03,2020-11-10,7,2020-11-03,7
Atom-machinerule/OpenQbo,https://github.com/Atom-machinerule/OpenQbo,2014-03-23,2015-12-02,619,2014-03-23,619
Atom-machinerule/ua-ros-pkg,https://github.com/Atom-machinerule/ua-ros-pkg,2009-12-04,2013-01-24,1147,2015-12-06,-1046
au1698/exp_assignment2,https://github.com/au1698/exp_assignment2,2020-12-18,2021-09-05,261,2020-12-18,261
au1698/exp_assignment3,https://github.com/au1698/exp_assignment3,2021-02-15,2021-09-15,212,2021-02-15,212
au1698/Experimental-Lab-Assignments-Robotics,https://github.com/au1698/Experimental-Lab-Assignments-Robotics,2020-11-12,2020-11-13,1,2020-11-12,1
AUV-IITK/Anahita,https://github.com/AUV-IITK/Anahita,2018-03-11,2019-07-06,482,2018-03-11,482
AUV-IITK/AnahitaPlus,https://github.com/AUV-IITK/AnahitaPlus,2018-03-11,2020-02-02,693,2019-12-05,59
auviitkgp/kraken_3.0,https://github.com/auviitkgp/kraken_3.0,2014-04-28,2017-02-08,1017,2014-04-28,1017
auviitkgp/kraken_obsolete,https://github.com/auviitkgp/kraken_obsolete,2016-12-31,2017-01-15,15,2016-12-31,15
AVRS-MQP/AVRS,https://github.com/AVRS-MQP/AVRS,2018-09-28,2019-04-04,188,2018-09-28,188
awesomebytes/dmp_gestures,https://github.com/awesomebytes/dmp_gestures,2014-05-19,2018-10-29,1624,2014-05-19,1624
awesomebytes/moveit_grasping_testing,https://github.com/awesomebytes/moveit_grasping_testing,2013-12-10,2014-08-21,254,2014-01-03,230
Awith133/Pit-Navigator-Utah,https://github.com/Awith133/Pit-Navigator-Utah,2020-07-30,2020-12-29,152,2020-07-30,152
axlsem/HOBBIT,https://github.com/axlsem/HOBBIT,2017-09-24,2019-06-19,633,2017-09-24,633
baidu31/catkin_wp,https://github.com/baidu31/catkin_wp,2018-03-20,2018-03-20,0,2018-03-20,0
bbrito/sc_demo,https://github.com/bbrito/sc_demo,2017-05-12,2017-05-12,0,2017-05-12,0
begger123/ros_,https://github.com/begger123/ros_,2020-06-21,2020-06-21,0,2020-06-21,0
bendychua/final,https://github.com/bendychua/final,2017-12-28,2018-01-04,7,2017-12-28,7
benshih/hri-w17-turtlebot,https://github.com/benshih/hri-w17-turtlebot,2017-02-13,2017-03-16,31,2017-02-13,31
Beomyeong/dyros_jet,https://github.com/Beomyeong/dyros_jet,2020-10-19,2021-01-26,99,2020-10-19,99
beyondcn2008/ros_catkin_ws,https://github.com/beyondcn2008/ros_catkin_ws,2019-04-27,2019-05-14,17,2019-04-27,17
BijayanBhattarai/hippieDuckie,https://github.com/BijayanBhattarai/hippieDuckie,2015-12-12,2018-02-06,787,2019-07-24,-533
birlrobotics/baxter_grab_cylinder_smach,https://github.com/birlrobotics/baxter_grab_cylinder_smach,2019-07-15,2019-07-22,7,2019-07-15,7
birlrobotics/birl_baxter_examples,https://github.com/birlrobotics/birl_baxter_examples,2016-09-20,2018-06-13,631,2016-09-20,631
birlrobotics/birl_baxter_executive,https://github.com/birlrobotics/birl_baxter_executive,2016-09-20,2016-09-20,0,2016-09-20,0
birlrobotics/bnpy,https://github.com/birlrobotics/bnpy,2017-07-05,2018-02-09,219,2017-07-06,218
birlrobotics/iiwa_stack,https://github.com/birlrobotics/iiwa_stack,2014-12-05,2018-01-29,1151,2018-01-29,0
birlrobotics/smach_based_introspection_framework,https://github.com/birlrobotics/smach_based_introspection_framework,2018-01-26,2019-05-29,488,2018-01-26,488
b-it-bots/mas_cob,https://github.com/b-it-bots/mas_cob,2013-08-15,2019-05-22,2106,2018-02-19,457
b-it-bots/mas_common_robotics,https://github.com/b-it-bots/mas_common_robotics,2013-08-22,2021-10-29,2990,2018-02-28,1339
b-it-bots/mas_industrial_robotics,https://github.com/b-it-bots/mas_industrial_robotics,2012-04-05,2021-12-10,3536,2018-02-28,1381
b-it-bots/robocup-at-work,https://github.com/b-it-bots/robocup-at-work,2014-08-12,2016-09-07,757,2014-08-12,757
bkxcyu/neuq_rm,https://github.com/bkxcyu/neuq_rm,2019-11-09,2020-08-29,294,2019-11-09,294
BlackieCen/murc_robot,https://github.com/BlackieCen/murc_robot,2020-03-25,2020-03-25,0,2020-03-25,0
bnb15/melodic_gen,https://github.com/bnb15/melodic_gen,2019-06-06,2019-06-06,0,2019-06-06,0
bob-ROS/asc_project,https://github.com/bob-ROS/asc_project,2019-10-01,2020-03-04,155,2019-10-01,155
bofrim/Experimental-Mobile-Robotics,https://github.com/bofrim/Experimental-Mobile-Robotics,2019-01-23,2019-04-15,82,2019-01-23,82
BorgesJVT/state_machines_smach_ROS,https://github.com/BorgesJVT/state_machines_smach_ROS,2019-06-01,2019-10-29,150,2019-06-01,150
Braafisch/ASD-Labor,https://github.com/Braafisch/ASD-Labor,2020-06-08,2021-06-28,385,2021-05-13,46
braineniac/robotics-player,https://github.com/braineniac/robotics-player,2016-03-10,2018-06-29,841,2018-08-01,-33
BrandanJV/RoborregosTrial,https://github.com/BrandanJV/RoborregosTrial,2021-10-10,2021-11-06,27,2021-11-06,0
butia-bots/butia_behavior,https://github.com/butia-bots/butia_behavior,2019-10-10,2021-10-22,743,2019-10-10,743
BytesRobotics/br-travis-builds,https://github.com/BytesRobotics/br-travis-builds,2020-03-21,2020-06-01,72,2020-03-21,72
caio-freitas/catkin_ws,https://github.com/caio-freitas/catkin_ws,2018-12-12,2019-11-06,329,2018-12-12,329
caio-freitas/HangarGUI,https://github.com/caio-freitas/HangarGUI,2019-09-20,2020-02-12,145,2019-09-20,145
campusrover/robot_services,https://github.com/campusrover/robot_services,2020-04-13,2020-08-07,116,2020-04-13,116
casimirsowinski/robo_hand,https://github.com/casimirsowinski/robo_hand,2016-03-24,2016-03-24,0,2016-03-24,0
Cavalletta98/Behavioral-Architecture,https://github.com/Cavalletta98/Behavioral-Architecture,2020-10-25,2020-11-13,19,2020-10-25,19
Cavalletta98/Behavioral-Architecture-with-Real-Simulation,https://github.com/Cavalletta98/Behavioral-Architecture-with-Real-Simulation,2020-11-26,2020-12-18,22,2020-11-26,22
Cavalletta98/Behavioral-Architecture-with-Real-Simulation-AutonomousNav,https://github.com/Cavalletta98/Behavioral-Architecture-with-Real-Simulation-AutonomousNav,2020-12-21,2021-02-25,66,2020-12-21,66
cedricpradalier/ros_task_manager,https://github.com/cedricpradalier/ros_task_manager,2012-09-28,2021-01-25,3041,2012-09-28,3041
cesarwenz/icerobot,https://github.com/cesarwenz/icerobot,2021-03-23,2021-11-18,240,2021-02-08,283
changandao/robocup-home,https://github.com/changandao/robocup-home,2018-12-06,2018-12-10,4,2018-12-06,4
changkk/ckrobotics,https://github.com/changkk/ckrobotics,2020-08-06,2020-12-26,142,2020-08-06,142
ChiaraSapo/exp-rob-assignment1,https://github.com/ChiaraSapo/exp-rob-assignment1,2020-10-25,2021-03-04,130,2020-10-25,130
ChiaraSapo/exp-rob-assignment2,https://github.com/ChiaraSapo/exp-rob-assignment2,2020-11-28,2021-03-05,97,2020-11-28,97
ChiaraSapo/exp-rob-assignment3,https://github.com/ChiaraSapo/exp-rob-assignment3,2020-12-27,2021-03-03,66,2020-12-27,66
chiaraterrile/behavioral-architecture,https://github.com/chiaraterrile/behavioral-architecture,2020-10-22,2021-06-01,222,2020-10-22,222
chiaraterrile/exp_assignment2,https://github.com/chiaraterrile/exp_assignment2,2020-11-29,2021-06-02,185,2020-11-29,185
chiaraterrile/exp_assignment3,https://github.com/chiaraterrile/exp_assignment3,2021-03-31,2021-05-13,43,2021-03-31,43
chluo/human_robot_interaction,https://github.com/chluo/human_robot_interaction,2016-09-25,2016-10-15,20,2016-09-25,20
chris-blay/guillemot-core,https://github.com/chris-blay/guillemot-core,2012-01-10,2016-05-14,1586,2015-01-16,484
citronshuang/wssample,https://github.com/citronshuang/wssample,2021-08-04,2021-09-03,30,2021-09-17,-14
cmput412/box_pushing_parking,https://github.com/cmput412/box_pushing_parking,2019-04-03,2019-04-09,6,2019-04-03,6
cmput412/cops-and-robbers,https://github.com/cmput412/cops-and-robbers,2019-01-30,2019-02-08,9,2019-01-30,9
cmput412/final_competition,https://github.com/cmput412/final_competition,2019-04-09,2019-04-14,5,2019-04-09,5
cmput412/run_robot_parking,https://github.com/cmput412/run_robot_parking,2019-03-12,2019-03-19,7,2019-03-12,7
cmput412/Run_Robot_Run,https://github.com/cmput412/Run_Robot_Run,2019-02-09,2019-03-01,20,2019-02-09,20
CMPUT412-2019/cmput412-demo3,https://github.com/CMPUT412-2019/cmput412-demo3,2019-10-03,2019-10-07,4,2019-10-03,4
CMPUT412-2019/competition5,https://github.com/CMPUT412-2019/competition5,2019-11-26,2019-12-13,17,2019-12-03,10
CMPUT412W19Team6/demo7,https://github.com/CMPUT412W19Team6/demo7,2019-03-27,2019-03-28,1,2019-03-27,1
codenotes/androidlibs2,https://github.com/codenotes/androidlibs2,2016-11-22,2016-11-22,0,2016-11-22,0
codenotes/kinetic_aborted,https://github.com/codenotes/kinetic_aborted,2017-08-09,2017-08-09,0,2017-08-09,0
CogRob/TritonBot,https://github.com/CogRob/TritonBot,2018-08-22,2018-08-22,0,2018-06-17,66
Combinacijus/Samana-Autonomous-Robot,https://github.com/Combinacijus/Samana-Autonomous-Robot,2019-08-08,2021-02-07,549,2019-08-08,549
comprobo20/comprobo20,https://github.com/comprobo20/comprobo20,2017-01-14,2021-02-10,1488,2020-08-10,184
comprobo20/comprobo20.github.io,https://github.com/comprobo20/comprobo20.github.io,2020-08-26,2020-12-07,103,2020-08-26,103
contradict/SampleReturn,https://github.com/contradict/SampleReturn,2011-10-26,2017-02-20,1944,2011-10-26,1944
corot/thorp,https://github.com/corot/thorp,2014-04-28,2021-12-23,2796,2014-04-28,2796
correlllab/cu-perception-manipulation-stack,https://github.com/correlllab/cu-perception-manipulation-stack,2016-09-19,2017-09-25,371,2016-09-19,371
cpaxton/two_arm_collaboration,https://github.com/cpaxton/two_arm_collaboration,2014-03-14,2016-03-09,726,2016-03-15,-6
cpswarm/complex_behaviors,https://github.com/cpswarm/complex_behaviors,2019-09-03,2021-11-04,793,2019-09-06,790
cpswarm/hardware_functions,https://github.com/cpswarm/hardware_functions,2019-09-03,2021-10-29,787,2019-10-30,730
CristinaNRR/ExperimentalRoboticsLab,https://github.com/CristinaNRR/ExperimentalRoboticsLab,2021-02-22,2021-07-03,131,2021-02-22,131
CS6751/Jarvis,https://github.com/CS6751/Jarvis,2014-09-24,2015-02-13,142,2014-09-24,142
CSULA-ASME/ASME_19-21,https://github.com/CSULA-ASME/ASME_19-21,2020-04-21,2021-04-08,352,2020-04-21,352
CSULA-URC/CSULA-URC-2020-21,https://github.com/CSULA-URC/CSULA-URC-2020-21,2021-09-12,2021-09-12,0,2021-04-16,149
csuyangpeng/ros_src,https://github.com/csuyangpeng/ros_src,2019-04-30,2019-05-07,7,2019-04-30,7
cuong20170673/do-an,https://github.com/cuong20170673/do-an,2021-11-01,2021-11-01,0,2021-11-01,0
CU-Robosub/cusub,https://github.com/CU-Robosub/cusub,2019-02-15,2021-01-26,711,2019-02-15,711
CU-Robosub/deep_archive,https://github.com/CU-Robosub/deep_archive,2019-02-15,2019-02-16,1,2019-02-15,1
cvra/goldorak,https://github.com/cvra/goldorak,2015-10-11,2016-05-28,230,2015-10-11,230
cwbollinger/long_term_project,https://github.com/cwbollinger/long_term_project,2018-03-16,2019-08-12,514,2019-07-22,21
cwruRobotics/NASA-RMC-2020,https://github.com/cwruRobotics/NASA-RMC-2020,2019-08-07,2021-10-18,803,2019-08-07,803
Cythesis/lds,https://github.com/Cythesis/lds,2020-11-25,2020-12-22,27,2020-11-25,27
Cythesis/ur_demo,https://github.com/Cythesis/ur_demo,2020-11-25,2020-11-25,0,2020-11-25,0
czalidis/pandora-smach,https://github.com/czalidis/pandora-smach,2013-03-22,2013-03-26,4,2013-03-22,4
d4rkspir1t/ITRfaffing,https://github.com/d4rkspir1t/ITRfaffing,2021-12-01,2021-12-13,12,2021-12-01,12
Daaboulex/RIS-Lab-1-uuv_simulator,https://github.com/Daaboulex/RIS-Lab-1-uuv_simulator,2021-11-26,2021-12-03,7,2021-11-26,7
DaegyuLim/dyros_jet_avatar,https://github.com/DaegyuLim/dyros_jet_avatar,2017-07-12,2021-03-10,1337,2021-03-10,0
DaegyuLim/dyros_jet_dg,https://github.com/DaegyuLim/dyros_jet_dg,2017-07-12,2020-02-12,945,2020-01-31,12
daenny/swarming_turtles,https://github.com/daenny/swarming_turtles,2013-08-29,2015-08-12,713,2015-08-12,0
daiemna/Autonomous_Exploration,https://github.com/daiemna/Autonomous_Exploration,2017-05-11,2019-02-21,651,2017-05-11,651
daijunhua/ros_robot,https://github.com/daijunhua/ros_robot,2017-11-11,2020-11-24,1109,2020-10-10,45
danieleleonardis/robolight,https://github.com/danieleleonardis/robolight,2021-01-18,2021-03-19,60,2021-01-18,60
DarkcrusherX/flipkart,https://github.com/DarkcrusherX/flipkart,2020-07-01,2021-10-07,463,2020-07-01,463
darshan-kt/rbcar_rsband,https://github.com/darshan-kt/rbcar_rsband,2020-05-05,2020-05-05,0,2020-05-05,0
darshan-kt/robotics,https://github.com/darshan-kt/robotics,2021-11-10,2021-11-10,0,2019-08-28,805
dash-robotics/cmu-16662-robot-ctrl,https://github.com/dash-robotics/cmu-16662-robot-ctrl,2019-02-26,2021-01-16,690,2019-03-21,667
DavidePiccinini/ERL_First_Assignment,https://github.com/DavidePiccinini/ERL_First_Assignment,2020-10-24,2020-11-01,8,2020-10-24,8
DavidePiccinini/ERL_Second_Assignment,https://github.com/DavidePiccinini/ERL_Second_Assignment,2020-11-25,2020-12-17,22,2020-11-25,22
DavidePiccinini/ERL_Third_Assignment,https://github.com/DavidePiccinini/ERL_Third_Assignment,2021-03-05,2021-03-18,13,2021-03-05,13
DavidHan008/lockdpwn,https://github.com/DavidHan008/lockdpwn,2017-01-19,2017-09-02,226,2017-09-07,-5
dcam0050/NRP_Docker,https://github.com/dcam0050/NRP_Docker,2018-05-08,2018-05-08,0,2018-05-08,0
debaraj-barua/amr-lab-ss17-dbarua2s,https://github.com/debaraj-barua/amr-lab-ss17-dbarua2s,2013-03-18,2017-05-22,1526,2018-03-07,-289
debaraj-barua/amr-lab-team-ss2017,https://github.com/debaraj-barua/amr-lab-team-ss2017,2013-03-18,2017-07-09,1574,2018-03-07,-241
Delara-Forghani/IranOpen-Robocup2018,https://github.com/Delara-Forghani/IranOpen-Robocup2018,2018-03-07,2018-04-06,30,2018-03-07,30
delattre1/entregas_robocomp,https://github.com/delattre1/entregas_robocomp,2020-09-03,2020-10-16,43,2020-09-03,43
DeVinci-Innovation-Center/THEDRONELAB,https://github.com/DeVinci-Innovation-Center/THEDRONELAB,2021-10-19,2021-12-12,54,2021-10-19,54
DiaboloKiat/sis_lab_all,https://github.com/DiaboloKiat/sis_lab_all,2019-07-25,2019-07-25,0,2019-07-25,0
Dieptranivsr/Ros_Diep,https://github.com/Dieptranivsr/Ros_Diep,2020-09-03,2021-08-02,333,2020-09-03,333
digomattar21/ResumoRobot202,https://github.com/digomattar21/ResumoRobot202,2020-11-23,2020-11-26,3,2020-11-23,3
dingjianfeng/dsp_ding2,https://github.com/dingjianfeng/dsp_ding2,2019-03-27,2019-03-27,0,2019-03-27,0
DmitriZhao/ROS-Navigation-Demo,https://github.com/DmitriZhao/ROS-Navigation-Demo,2018-01-29,2020-11-06,1012,2020-05-29,161
dongchaoanderuni/Roboathome,https://github.com/dongchaoanderuni/Roboathome,2018-07-28,2018-07-28,0,2018-07-28,0
DonghyunSung-MS/dyros_jet_avatar,https://github.com/DonghyunSung-MS/dyros_jet_avatar,2021-03-23,2021-04-08,16,2021-03-23,16
downingbots/roswell-kinetic-devel,https://github.com/downingbots/roswell-kinetic-devel,2017-09-15,2020-11-14,1156,2017-09-15,1156
dryuumi/kinova_movo,https://github.com/dryuumi/kinova_movo,2021-03-04,2021-05-20,77,2021-03-04,77
dtmoodie/ROS,https://github.com/dtmoodie/ROS,2015-01-22,2015-01-22,0,2015-01-22,0
dutchcheesehead/ROSMAV,https://github.com/dutchcheesehead/ROSMAV,2012-10-26,2013-05-13,199,2012-11-23,171
Eddiesyn/RoboCup-Home,https://github.com/Eddiesyn/RoboCup-Home,2018-05-26,2018-08-08,74,2018-05-26,74
edinferno/edinferno,https://github.com/edinferno/edinferno,2015-01-28,2015-09-24,239,2015-01-28,239
EdisonAltamirano/Turtlebot_Mapping,https://github.com/EdisonAltamirano/Turtlebot_Mapping,2020-06-30,2020-07-06,6,2020-06-30,6
ehdus4521/beginning,https://github.com/ehdus4521/beginning,2021-01-12,2021-01-12,0,2021-01-12,0
ehrlichsei/Carbrain,https://github.com/ehrlichsei/Carbrain,2019-06-09,2019-06-09,0,2019-06-09,0
EiriniCharalampakiMsCV2/The_Turtle_Explorer_Robotics_Project--Master_in_Computer_Vision--University_of_Burgundy,https://github.com/EiriniCharalampakiMsCV2/The_Turtle_Explorer_Robotics_Project--Master_in_Computer_Vision--University_of_Burgundy,2019-11-04,2019-11-04,0,2019-11-04,0
elh4m/experimental,https://github.com/elh4m/experimental,2021-11-22,2021-11-22,0,2021-11-22,0
elianpk/Sistemas-roboticos,https://github.com/elianpk/Sistemas-roboticos,2021-03-23,2021-03-23,0,2021-03-23,0
elicucco/sheperd,https://github.com/elicucco/sheperd,2013-08-29,2015-08-12,713,2016-02-12,-184
Elie87/ROS_package,https://github.com/Elie87/ROS_package,2021-06-08,2021-07-20,42,2021-06-08,42
ElizCarvalho/AT_Fundamentos_ROS,https://github.com/ElizCarvalho/AT_Fundamentos_ROS,2020-12-06,2021-04-09,124,2020-12-06,124
elpimous/Neo_robot,https://github.com/elpimous/Neo_robot,2014-11-22,2017-11-30,1104,2014-11-22,1104
em7777/aa274_proj,https://github.com/em7777/aa274_proj,2019-11-25,2020-02-10,77,2019-11-25,77
emreozanalkan/ASMA,https://github.com/emreozanalkan/ASMA,2014-11-03,2015-10-30,361,2014-11-03,361
EnzoUbaldoPetrocco/ExperimentalRoboticsLab,https://github.com/EnzoUbaldoPetrocco/ExperimentalRoboticsLab,2021-10-21,2021-11-18,28,2021-10-21,28
epfl-lasa/nl-dynamics,https://github.com/epfl-lasa/nl-dynamics,2015-04-29,2016-08-31,490,2015-08-24,373
epfl-lasa/robot-voice-control,https://github.com/epfl-lasa/robot-voice-control,2015-10-07,2016-01-26,111,2015-10-07,111
ermannoGirardo/exproblab_assignment_1,https://github.com/ermannoGirardo/exproblab_assignment_1,2021-10-21,2021-11-10,20,2021-10-21,20
Essentia-Laboratory/intelligent-embedded-systems,https://github.com/Essentia-Laboratory/intelligent-embedded-systems,2020-09-23,2021-02-05,135,2020-09-23,135
ethz-asl/moma,https://github.com/ethz-asl/moma,2019-08-15,2021-12-16,854,2019-10-21,787
ETHZ-RobotX/smb_mission_planner,https://github.com/ETHZ-RobotX/smb_mission_planner,2020-10-05,2021-07-06,274,2020-10-08,271
